OBJECTID,FEATURE_ID,OPERATIONAL,LENGTH,DIRECTION,CARRIAGEWAY,ROAD_NAME,BOROUGH,WEEK_DAYS,SATURDAY,SUNDAY,EVENT_DAYS,VEHICLES,ROUTE,LANE_TYPE,ROADTYPE,YEAR_REMOVED,DATASET_LAST_UPDATED,Shape__Length
50421,4418f024-fd7e-4a40-96b7-f8ce167c037a,Live,164,North East,Nearside,Newington Butts,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","133, 155, 196, 333, 415, N133, N155",Not Applicable,TLRN,,2024/08/13 00:00:00+00,164.090945783534
50422,25a4720c-43fd-4f47-9e50-5ab2414a1f67,Live,220,South,Nearside,London Road,Merton,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","127, 152, 201, 264, 270, 280, 355, N44, S1",Not Applicable,Borough,,2024/08/13 00:00:00+00,220.457142226426
50423,c5c6c269-3ce5-43cb-a7a0-b284fda9f356,Live,41,North East,Nearside,Rushey Green,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"47, 54, 75, 124, 136, 160, 171, 181, 185, 199, 202, 208, 284, 320, 336, 660, N136, N171, N199",Not Applicable,TLRN,,2024/08/13 00:00:00+00,40.6799399554912
50424,a10de259-2830-427f-a888-3650ea40cc01,Live,120,North West,Nearside,Rotherhithe Old Road,Southwark,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","1, 47, 188, 199, 225, 381, N1, N199, N381, UL3, UL53, UL95",Not Applicable,Borough,,2024/08/13 00:00:00+00,119.996321584208
50425,3f1db2d7-8b32-4a18-86bb-c898038777eb,Live,576,North,Nearside,Shepherd''s Bush Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","72, 220, 283, 295, N72, Y295",Not Applicable,Borough,,2024/08/13 00:00:00+00,575.592150486483
50426,2f38d378-4224-4525-8534-4e72d6a1c1ee,Live,125,North West,Nearside,Kilburn High Road,Westminster,"07:00-10:00, 16:00-19:00",10:00-19:00,10:00-19:00,Not Applicable,"Bus, Cycle and Taxi","16, 98, N32, N98",Not Applicable,Borough,,2024/08/13 00:00:00+00,124.518537568081
50427,17664ddc-0eef-4b9f-912b-bdc60d38c2ee,Live,657,East,Nearside,New Road,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","174, 287",Not Applicable,Borough,,2024/08/13 00:00:00+00,657.164112252105
50428,d72d3962-c6f5-4a43-8ad4-c7bf65fb1a54,Live,7,South West,Nearside,St Georges Circus,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"1, 12, 40, 53, 63, 68, 148, 155, 171, 172, 176, 188, 344, 360, 363, 453, 468, C10, N1, N53, N63, N68, N89, N155, N171, Y148",Not Applicable,TLRN,,2024/08/13 00:00:00+00,7.27253028456633
50429,edffc8b6-55b8-4cce-9adb-1ad04d199f82,Live,299,East,Nearside,Heath Road,Richmond upon Thames,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","267, 281, 290, 490, 681, H22, N22, R70",Not Applicable,Borough,,2024/08/13 00:00:00+00,298.636887213618
50430,5742f391-d422-4dbc-b7a1-167c8d089ef0,Live,227,South,Nearside,London Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","109, N109",Not Applicable,TLRN,,2024/08/13 00:00:00+00,227.212090170615
50431,474c3fe7-7f0f-484c-b405-b99a4cbf933a,Live,150,East,Nearside,Bowes Road (North Circular Road),Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi",No Routes,Not Applicable,TLRN,,2024/08/13 00:00:00+00,149.641802754337
50432,8a7dee25-df25-421c-909a-30c3e0bdaffd,Live,171,South,Nearside,Yeading Lane,Hillingdon,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","140, 696, 697, N140, SL9",Not Applicable,Borough,,2024/08/13 00:00:00+00,171.03000871328
50433,94e4553d-97e3-450a-aa4a-93928fe83fb5,Live,29,East,Nearside,Mallards Road,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","EL1, EL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,28.8332242587687
50434,8c82f177-23aa-4fe3-b277-aa7b0e1a5c60,Live,67,South East,Nearside,The Broadway,Merton,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","57, 93, 131, 156, 163, 164, 200, 219, N87, TR3, UL30, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,67.1235521358914
50435,7fb800dd-c594-4e15-a001-626c615fab08,Live,40,North,Nearside,Trinidad Street,Tower Hamlets,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"135, 277, D3, D7, N277, N550, UL46, UL62",Not Applicable,Borough,,2024/08/13 00:00:00+00,40.2705118486823
50436,4654a825-8147-4b73-b05c-63ef4ebdb6a1,Live,10,North East,Nearside,Turney Road,Southwark,"08:00-9:00, 15:00-16:30",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi",No Routes,Not Applicable,Borough,,2024/08/13 00:00:00+00,10.022745150215
50437,a3414918-3f78-4de4-b569-df936ba8a6e4,Live,372,West,Nearside,Fulham Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","14, 211, 414, UL30, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,372.477313877081
50438,8675278f-7bdc-4a15-82f4-0b1ffc57d6a5,Live,302,North,Nearside,Albert Embankment,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","77, 344, 360",Not Applicable,TLRN,,2024/08/13 00:00:00+00,301.502980597877
50439,394f8d9f-2d46-4b0f-867d-8b81447e8064,Live,254,South West,Nearside,Wandsworth Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"77, 87, 156, 196, 344, 436, 452, N87, Y452",Not Applicable,TLRN,,2024/08/13 00:00:00+00,254.159831168733
50440,1612013f-a5bd-4737-83d4-5d09e8cf54a4,Live,103,East,Nearside,A105 High Road,Haringey,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","121, 141, 232, 329, 629, N29",Not Applicable,Borough,,2024/08/13 00:00:00+00,102.595410150343
50441,e2faaa4d-67bf-4e6d-b4c0-434966870aba,Live,279,East,Nearside,Bullsmoor Lane,Enfield,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","217, 317, 327",Not Applicable,Borough,,2024/08/13 00:00:00+00,279.250358499405
50442,e6840621-2508-4422-9b4e-4f82c565926d,Live,100,North West,Nearside,Canonbury Road,Islington,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","21, N271",Not Applicable,Borough,,2024/08/13 00:00:00+00,100.3668449911
50443,3c1e333f-73b8-4ec0-81c3-5711ac55ef84,Live,70,North,Nearside,Lewis Grove,Lewisham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","47, 54, 75, 108, 122, 129, 136, 181, 185, 199, 208, 225, 284, 380, 436, 484, N136, N199, P4",Not Applicable,Borough,,2024/08/13 00:00:00+00,69.7426146967005
50444,c5ed57d6-7648-43c6-bf7a-5766f2ea896b,Live,145,South,Nearside,Fulham High Street,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","14, 74, 220, 414, 430, N33, N72, N74, UL26, UL30, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,145.162747826436
50445,e327297b-1ddb-450d-8027-7e81e3022ac5,Live,144,North East,Nearside,Kenton Road,Harrow,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","114, 183, 223, H9, H10, H18, H19, SL10, UL14, UL19, UL33, UL78, UL85, UL86, UL92",Not Applicable,Borough,,2024/08/13 00:00:00+00,143.680735202188
50446,a7351a01-ac0a-4912-8a0d-a2e612b57ed1,Live,77,North,Nearside,Wandsworth Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","77, 87, 196, 452, N87, Y452",Not Applicable,Borough,,2024/08/13 00:00:00+00,77.3097435856212
50447,d85ab808-9aac-4235-bb55-ff8273cb51d8,Live,39,South East,Nearside,Belvue Road,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,E10,Not Applicable,Borough,,2024/08/13 00:00:00+00,39.3159972186195
50448,6925cb66-711e-4ec4-b89e-56480084abdc,Live,815,North,Nearside,Bromley Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","47, 54, 136, 171, 199, 208, 320, 336, 660, N136, N199",Not Applicable,TLRN,,2024/08/13 00:00:00+00,815.059309623261
50449,5d508253-670b-4fd5-8ba5-71e2a89ba9c3,Live,389,North West,Nearside,Old Kent Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 53, 172, 453, N21, N53, P12, UL3",Not Applicable,TLRN,,2024/08/13 00:00:00+00,388.698540892775
50450,c384cf93-1ac4-4be8-997f-abe5e26cdaaa,Live,275,South West,Nearside,Clapham Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","50, 88, 155, 345, N155, P5, UL3, UL41",Not Applicable,TLRN,,2024/08/13 00:00:00+00,274.703974488163
50451,c1c50083-544f-434c-b60c-bb54b0d66035,Live,362,South,Nearside,Brixton Hill,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","45, 59, 109, 118, 133, 159, 250, 333, N109, N133, N250",Not Applicable,TLRN,,2024/08/13 00:00:00+00,362.381680497057
50452,9dd1bb2b-808f-478b-b27a-9171b44504cd,Live,368,South East,Nearside,Lower Clapton Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","38, 55, 106, 253, 254, 425, 488, N38, N55, N253",Not Applicable,TLRN,,2024/08/13 00:00:00+00,367.864763158848
50453,cb0e4b09-2b87-4be3-9241-eb089e9cfb6b,Live,760,South,Nearside,Fore Street,Enfield,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","102, 144, 149, 192, 259, 279, 349, 491, N279, UL18, UL50, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,760.42037930737
50454,7df78575-a2e8-444a-a861-840bbaffcd2b,Live,221,North,Nearside,Stoke Newington Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","67, 76, 149, 243",Not Applicable,TLRN,,2024/08/13 00:00:00+00,220.714343026413
50455,e00987f3-bd8f-409f-be1a-f3019981f057,Live,145,South,Nearside,Rosebery Avenue,Camden,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","19, 38, N19, N38, N41",Not Applicable,Borough,,2024/08/13 00:00:00+00,145.10610098971
50456,cd77921e-2d30-4042-aae5-1204f2022d25,Live,396,South,Nearside,Gillender Street,Tower Hamlets,"07:00-10:00, 15:00-19:00","07:00-10:00, 15:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","D8, UL79",Not Applicable,Borough,,2024/08/13 00:00:00+00,396.214779127596
50457,3a45ef96-9f3f-485b-866f-8dab7844715d,Live,26,North East,Nearside,Camrose Avenue,Harrow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"288, 628, 688",Not Applicable,Borough,,2024/08/13 00:00:00+00,25.5147581632716
50458,828f615e-ba2b-4059-b4b5-38f3e23e3ea2,Live,500,East,Nearside,Commercial Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","15, 115, 135, D3, N15, N550, N551, UL62",Not Applicable,TLRN,,2024/08/13 00:00:00+00,499.879823956201
50459,f60250d9-4353-4ffb-a86e-d0b0885362b3,Live,528,East,Nearside,Chiswick High Road,Hounslow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","110, 237, 267, 440, H91, N9, UL9, UL29, UL38, UL70, UL73, UL76, UL87, UL88, UL91, UL94",Not Applicable,Borough,,2024/08/13 00:00:00+00,527.995746871592
50460,5bc1334a-4856-475f-8110-125231200b0d,Live,136,South,Nearside,Shoreditch High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","26, 35, 47, 78, 149, 242, N26, N242, UL23, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,135.959495788198
50461,9da9a5bf-db56-4f27-849d-ccf490f920d1,Live,74,West,Nearside,Acre Lane,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","35, 37, 355, 690, P5, UL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,73.6129328067896
50462,c50ef03d-340b-41d5-aaf7-0ac5d22eefce,Live,376,North West,Nearside,Grosvenor Place,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","2, 6, 13, 19, 22, 36, 36X, 38, 52, 137, 148, 390, 452, N2, N19, N22, N32, N38, N137, Y36, Y148, Y452",Not Applicable,TLRN,,2024/08/13 00:00:00+00,376.154214883349
50463,6c30ccb5-1e14-41d2-b86f-d12edc822ab8,Live,141,North,Nearside,South Lambeth Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","2, 88, N2, UL37",Not Applicable,TLRN,,2024/08/13 00:00:00+00,140.725259465535
50464,78944b01-b12f-4ef4-ae9d-bbfefcad0923,Live,180,North,Nearside,Denmark Hill,Lambeth,07:00-22:00,07:00-22:00,07:00-22:00,Not Applicable,"Bus, Cycle and Taxi","40, 42, 68, 176, 185, 468, 484, N68",Not Applicable,Borough,,2024/08/13 00:00:00+00,179.786679921614
50465,893f3299-5007-4baf-b240-fc4555dc6252,Live,114,West,Nearside,Parkfield Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 53, 136, 171, 172, 177, 225, 321, 436, 453, N21, N53, N89, N136, N171, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,114.364442825751
50466,29b14ac8-6cfb-4f07-8bda-4538433ea0e7,Live,171,North West,Nearside,West Parkway,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"108, 129, 132, 161, 180, 335, 472, 486",Not Applicable,Borough,,2024/08/13 00:00:00+00,170.950201101465
50467,a6252c18-c00c-469a-9a12-fe87c3a3c80e,Live,301,South East,Nearside,Vauxhall Bridge Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","2, 36, 36X, 185, N2, N136, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,300.541599160773
50468,c7cb8f54-d7ee-4472-9b86-a6b6582d8c92,Live,241,South East,Nearside,Holloway Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 43, 153, 263, 393, N41, N271, UL21, UL42, UL70",Not Applicable,TLRN,,2024/08/13 00:00:00+00,241.226129367299
50469,659797d6-d4cb-42d3-b270-e07a6410e6f3,Live,164,South West,Nearside,Sydenham Road,Lewisham,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","194, 202, 356, 450",Not Applicable,Borough,,2024/08/13 00:00:00+00,163.736805268723
50470,0c8fc34c-c801-48cc-b32c-51a8ff0f4aeb,Live,57,North West,Nearside,South Lambeth Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"2, 36, 36X, 77, 88, 185, 196, 344, 360, 436, N2, N136, UL37",Not Applicable,TLRN,,2024/08/13 00:00:00+00,57.2993527913347
50471,9f3cc451-ca6b-4d3f-99db-06369d7fcd2f,Live,422,West,Nearside,Hammersmith Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","9, 27, 306, N9, N27, UL94, Y27, Y27N",Not Applicable,Borough,,2024/08/13 00:00:00+00,421.632987301034
50472,9900cb12-7d49-47de-8a18-5c2c8d55f9a1,Live,47,East,Nearside,Peckham High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 36, 36X, 136, 171, 343, 345, 436, N89, N136, N171, N343, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,46.5052144902933
50473,7ff6d6eb-d90f-45d8-8ba8-ffb6dcdbe1b1,Live,402,West,Nearside,Woolwich Church Street,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","161, 177, 180, 472, N1",Not Applicable,Borough,,2024/08/13 00:00:00+00,402.140935155151
50474,e6247dd3-a952-4ffc-80c9-3d5e5090e055,Live,139,North West,Nearside,Farringdon Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","63, N63",Not Applicable,TLRN,,2024/08/13 00:00:00+00,139.318930989859
50475,99efb24e-c675-4461-85aa-12d66d401b51,Live,224,South West,Nearside,Northolt Road,Harrow,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","140, 395, 398, 487, N140, SL9, UL5",Not Applicable,Borough,,2024/08/13 00:00:00+00,223.82046253628
50476,6363ebae-71f5-4ef4-823c-14f5bcde0cc4,Live,56,North East,Nearside,Wandsworth Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","77, 87, 452, N87, UL3, Y452",Not Applicable,Borough,,2024/08/13 00:00:00+00,56.2370677187381
50477,e8b31c3a-87c1-4b87-8dbb-8dc7ed53dd0c,Live,458,North West,Nearside,Finchley Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","13, 113, 187, 268, N113, UL92",Not Applicable,TLRN,,2024/08/13 00:00:00+00,458.46342230425
50478,bf87c3b7-404f-426e-a54c-e422cb4f812d,Live,78,South,Nearside,Muswell Hill Broadway,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Taxi and Authorised Vehicle","43, 102, 134, 234, 299, 634",Not Applicable,Borough,,2024/08/13 00:00:00+00,77.8439761686375
50479,2fdbd574-4877-4eeb-ba4b-bab6ba448de5,Live,89,East,Nearside,Village Way East,Harrow,07:00-10:00,07:00-10:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","398, H10, H12, UL14, UL78, UL85",Not Applicable,Borough,,2024/08/13 00:00:00+00,89.2045235839713
50480,a8701b3c-db57-447b-988a-c65a18a3b3bb,Live,77,South West,Nearside,Neathouse Place,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","2, 24, 36, 36X, 185, N2, N136, UL37, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,76.5035511694762
50481,a1ab3dd0-668b-4171-b47a-15aa72ae17dc,Live,2,East,Nearside,Westminster Bridge Road,Southwark,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 53, 148, 453, N53, N155, Y148",Not Applicable,TLRN,,2024/08/13 00:00:00+00,2.30246598418809
50482,76b29bd3-b7d7-40be-9aef-5015b64505e3,Live,406,North,Nearside,Preston''s Road,Tower Hamlets,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","D6, D7, N550",Not Applicable,Borough,,2024/08/13 00:00:00+00,406.304104546058
50483,762a66b6-d57e-437e-b039-289932c44c64,Live,710,North,Nearside,Fulham Palace Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","74, 220, 424, 430, N33, N72, N74, UL26",Not Applicable,Borough,,2024/08/13 00:00:00+00,709.740416156106
50484,72551f57-5b49-484f-9192-6ba342124caa,Live,293,East,Nearside,Queen's Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","36, 136, 171, 177, 436, N89, N136, N171, P13, UL3, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,292.879978511266
50485,ac83f99d-529c-4737-af04-5add26820a18,Live,68,East,Nearside,Selborne Road,Waltham Forest,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"20, 34, 55, 69, 212, 215, 230, 257, 275, 675, N26, N38, N73, SL1, SL2, UL7, UL10, UL35, UL40, UL60, UL69, W12, W15, W19",Not Applicable,Borough,,2024/08/13 00:00:00+00,67.5939828034738
50486,5f6540bd-7b1f-4c89-8d6e-eaaeca3f6e7b,Live,310,West,Nearside,Mile End Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","25, 205, N25, N205, UL79",Not Applicable,TLRN,,2024/08/13 00:00:00+00,310.300845993112
50487,12b8aa7a-37aa-4420-97c4-d509f5fe1c28,Live,373,North,Nearside,High Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","41, 76, 149, 243, 259, 279, 318, 349, 476, N41, N73, N279, UL18, UL35, UL50, UL65, UL66, W4",Not Applicable,TLRN,,2024/08/13 00:00:00+00,372.721117493678
50488,d49f665e-b23d-4b59-b21f-cab00792ace5,Live,116,North,Nearside,Great Eastern Road,Newham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","25, 69, 86, 104, 158, 238, 241, 257, 262, 276, 308, 425, 473, 678, D8, N8, N25, N86",Not Applicable,Borough,,2024/08/13 00:00:00+00,115.84499511372
50489,4eab6513-4f1f-436d-8df3-4e9be03d9bf8,Live,264,West,Nearside,Romford Road,Newham,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","25, 58, 86, 325, 330, 425, N25, N86, UL7, UL16",Not Applicable,Borough,,2024/08/13 00:00:00+00,264.328256714979
